method,sf,epsilon,theta,n_wdr,seed,obj,solve_time,total_duration,satisfied_rate,status
EIFICA,2.0,0.06,0.06,80,0,131965.25138646367,50.00759935379028,51.82656216621399,0.9362,2
EIFICA,2.0,0.06,0.06,80,100,106274.06243986501,47.71402382850647,49.00067853927612,0.8896,2
ExactLHS,2.0,0.06,0.06,80,100,106336.91101383202,74.12399363517761,75.52127504348755,0.6858,2
ExactLHS,2.0,0.06,0.06,80,0,132978.3068159989,191.13833832740784,192.90994215011597,0.6588,2
EIFICA,2.0,0.06,0.06,80,200,122411.09023228032,45.09968280792236,46.909071922302246,0.9006,2
EIFICA,2.0,0.06,0.06,80,300,114373.34130987403,43.44033694267273,44.70401930809021,0.9366,2
ExactLHS,2.0,0.06,0.06,80,300,115317.43513243012,102.30431270599365,103.70184803009033,0.6696,2
ExactLHS,2.0,0.06,0.06,80,200,122981.57717934967,171.38959074020386,172.62862825393677,0.6682,2
EIFICA,2.0,0.06,0.06,80,400,116577.16916200747,45.723092555999756,47.581604957580566,0.9058,2
EIFICA,2.0,0.06,0.06,80,500,115999.52666438624,36.906476736068726,38.13427209854126,0.9092,2
ExactLHS,2.0,0.06,0.06,80,400,117134.68327987792,159.1337752342224,160.3001527786255,0.6454,2
ExactLHS,2.0,0.03,0.06,200,900,107620.39345524051,1872.6314225196838,1873.8553445339203,0.7414,2
ExactLHS,2.0,0.06,0.06,80,500,117034.0644010323,98.2206072807312,99.60317921638489,0.6634,2
EIFICA,2.0,0.06,0.06,80,600,106023.26397645683,44.54035210609436,46.3504273891449,0.8524,2
EIFICA,2.0,0.06,0.06,80,700,129566.16869263319,41.88307309150696,43.704771518707275,0.991,2
EIFICA,2.0,0.06,0.06,80,800,110417.95505382473,43.749632835388184,44.962186098098755,0.8212,2
ExactLHS,2.0,0.06,0.06,80,700,130007.64933210095,98.71700835227966,99.89334106445312,0.7486,2
EIFICA,2.0,0.06,0.06,80,900,106460.85303935646,43.00900101661682,44.70768094062805,0.98,2
ExactLHS,2.0,0.06,0.06,80,800,110946.74310979972,89.03601217269897,90.38916873931885,0.65,2
ExactLHS,2.0,0.06,0.06,80,600,106248.81032614404,203.31728434562683,205.00843048095703,0.6696,2
ExactLHS,2.0,0.06,0.06,80,900,107385.50897160871,83.27392601966858,84.42220067977905,0.6374,2
EIFICA,2.0,0.06,0.06,100,0,131965.4911959746,96.17779850959778,98.00181460380554,0.9368,2
EIFICA,2.0,0.06,0.06,100,100,106280.29404790394,92.71027755737305,94.44175004959106,0.91,2
EIFICA,2.0,0.06,0.06,100,200,122411.09023218114,90.18660855293274,91.33834385871887,0.9006,2
ExactLHS,2.0,0.06,0.06,100,100,107147.06273736143,232.16227793693542,233.39095258712769,0.8046,2
EIFICA,2.0,0.06,0.06,100,300,114373.34131220952,90.14865565299988,91.98675322532654,0.9366,2
ExactLHS,2.0,0.06,0.06,100,300,115514.38834946339,134.65526676177979,135.88739681243896,0.6178,2
EIFICA,2.0,0.06,0.06,100,400,116581.87177452247,85.56659197807312,87.40264129638672,0.9034,2
ExactLHS,2.0,0.06,0.06,100,200,122590.6046888321,452.59647512435913,453.97037959098816,0.6684,2
EIFICA,2.0,0.06,0.06,100,500,116016.67398326551,106.6735246181488,108.49983096122742,0.9428,2
ExactLHS,2.0,0.06,0.06,100,500,116038.23145814941,331.9877302646637,333.1992681026459,0.7372,2
EIFICA,2.0,0.06,0.06,100,600,106036.59120505626,85.00033903121948,86.83123564720154,0.9042,2
ExactLHS,2.0,0.06,0.06,100,400,117363.24689662916,729.6044182777405,730.8357346057892,0.6968,2
EIFICA,2.0,0.06,0.06,100,700,129566.16869257856,73.60219025611877,75.42940950393677,0.991,2
ExactLHS,2.0,0.06,0.06,100,600,106861.45071195385,353.6149482727051,354.83646154403687,0.7074,2
ExactLHS,2.0,0.06,0.06,100,700,130807.34622912954,151.41260814666748,152.63577365875244,0.7466,2
EIFICA,2.0,0.06,0.06,100,800,110429.77836456249,85.37424445152283,87.20552563667297,0.8598,2
ExactLHS,2.0,0.03,0.06,200,400,119053.8491842726,7207.010740280151,7208.737760782242,0.6716,9
ExactLHS,2.0,0.06,0.06,100,900,107023.42553860173,115.70081210136414,116.86445116996765,0.6726,2
ExactLHS,2.0,0.06,0.06,100,800,110580.01489008879,250.30163073539734,252.10195112228394,0.6226,2
EIFICA,2.0,0.06,0.06,100,900,106460.89423191895,175.1466977596283,176.36810564994812,0.982,2
EIFICA,2.0,0.06,0.06,150,0,131968.98063024672,268.15415024757385,269.34527587890625,0.9364,2
EIFICA,2.0,0.06,0.06,150,100,106287.2075370202,292.8141803741455,294.12801718711853,0.916,2
EIFICA,2.0,0.06,0.06,150,200,122411.09023221447,241.59038662910461,242.96490144729614,0.9006,2
ExactLHS,2.0,0.06,0.06,150,0,132163.2235127486,616.932948589325,618.0977194309235,0.6528,2
ExactLHS,2.0,0.06,0.06,150,100,107403.04805268717,384.1052222251892,385.25510573387146,0.707,2
EIFICA,2.0,0.06,0.06,150,300,114376.52418909245,276.88596057891846,278.639643907547,0.9538,2
ExactLHS,2.0,0.06,0.06,150,300,115533.83323775888,282.2589633464813,283.4896807670593,0.6804,2
ExactLHS,2.0,0.06,0.06,150,200,123068.66640255188,424.0533127784729,425.3695693016052,0.6752,2
EIFICA,2.0,0.06,0.06,150,400,116596.8480781578,235.71473002433777,236.90907907485962,0.9118,2
EIFICA,2.0,0.06,0.06,150,500,116026.6910554099,200.35191917419434,202.16089534759521,0.9786,2
EIFICA,2.0,0.06,0.06,150,600,106037.11128629313,285.09811449050903,286.2662832736969,0.9024,2
ExactLHS,2.0,0.06,0.06,150,500,116044.95728676143,378.7029490470886,380.2199809551239,0.6852,2
ExactLHS,2.0,0.06,0.06,150,400,116910.36672144143,748.4495673179626,749.5761535167694,0.6642,2
EIFICA,2.0,0.06,0.06,150,700,129567.15859798461,188.27195072174072,190.07991075515747,0.999,2
EIFICA,2.0,0.06,0.06,150,800,110462.17562236119,242.35011529922485,243.56997156143188,0.9334,2
ExactLHS,2.0,0.06,0.06,150,600,107041.7454366283,628.402277469635,629.7973330020905,0.6734,2
ExactLHS,2.0,0.06,0.06,150,700,130061.64536740392,530.0432019233704,531.3169753551483,0.6876,2
EIFICA,2.0,0.06,0.06,150,900,106461.11622270466,278.764945268631,280.73190355300903,0.9976,2
EIFICA,2.0,0.06,0.06,200,0,131988.07908565545,15.908388137817383,17.082266569137573,0.961,2
ExactLHS,2.0,0.06,0.06,150,800,110682.54551587909,467.79381918907166,469.0966601371765,0.6576,2
EIFICA,2.0,0.06,0.06,200,100,106304.58865380847,15.274232864379883,16.969860553741455,0.9358,2
ExactLHS,2.0,0.06,0.06,150,900,107185.29833138362,273.7165684700012,275.4415488243103,0.6852,2
EIFICA,2.0,0.06,0.06,200,200,122413.72388887491,15.754771947860718,16.897338151931763,0.9136,2
ExactLHS,2.0,0.06,0.06,200,100,106575.70212013388,772.6236732006073,773.7985577583313,0.6678,2
EIFICA,2.0,0.06,0.06,200,300,114383.21424110865,16.044965028762817,17.77723503112793,0.965,2
ExactLHS,2.0,0.06,0.06,200,0,133823.58556716194,1395.3711941242218,1396.5556271076202,0.6742,2
EIFICA,2.0,0.06,0.06,200,400,116599.98200029635,16.14524483680725,18.104392766952515,0.9272,2
ExactLHS,2.0,0.06,0.06,200,200,123009.37674106946,1606.9014728069305,1608.0801556110382,0.6746,2
EIFICA,2.0,0.06,0.06,200,500,116026.69064520813,15.467955112457275,17.238256216049194,0.9786,2
ExactLHS,2.0,0.06,0.06,200,400,117302.88376741401,1090.365969657898,1091.595340013504,0.6654,2
EIFICA,2.0,0.06,0.06,200,600,106040.25669073264,15.635822296142578,16.8528470993042,0.9244,2
ExactLHS,2.0,0.06,0.06,200,300,114505.81573066731,2081.9241585731506,2083.1076231002808,0.809,2
EIFICA,2.0,0.06,0.06,200,700,129567.16000214801,15.41318130493164,17.173391580581665,0.999,2
ExactLHS,2.0,0.06,0.06,100,0,134883.09039071688,7205.50878071785,7206.664175748825,0.6818,9
EIFICA,2.0,0.06,0.06,200,800,110465.08611285462,15.30806016921997,17.00290608406067,0.9378,2
ExactLHS,2.0,0.06,0.06,200,500,116258.69121871577,1537.4487040042877,1538.674961090088,0.6852,2
EIFICA,2.0,0.06,0.06,200,900,106461.11623595656,14.740785598754883,16.47969937324524,0.997,2
ExactLHS,2.0,0.06,0.06,200,700,129692.61710268944,560.0939660072327,561.2834467887878,0.7486,2
ExactLHS,2.0,0.06,0.06,200,900,106461.1162073108,890.031745672226,891.2049736976624,0.6876,2
ExactLHS,2.0,0.06,0.06,200,800,111224.49430996194,1214.2177698612213,1215.413054227829,0.593,2
ExactLHS,2.0,0.06,0.06,200,600,106212.77484961752,1903.7379925251007,1905.0013325214386,0.7046,2
