method,sf,epsilon,theta,n_wdr,seed,obj,solve_time,total_duration,satisfied_rate,status
EIFICA,1.5,0.03,0.06,150,0,99482.73167546064,45.21754193305969,46.950677156448364,0.98,2
ExactLHS,1.5,0.03,0.06,100,700,98395.24494038525,495.2188584804535,496.37475323677063,0.7536,2
ExactLHS,1.5,0.03,0.06,100,900,80373.62798102367,390.4128530025482,391.5930001735687,0.675,2
EIFICA,1.5,0.03,0.06,150,100,80336.01535944456,40.729915142059326,41.8805365562439,0.9826,2
EIFICA,1.5,0.03,0.06,150,200,92465.05419868602,42.227811098098755,43.35999059677124,0.9858,2
ExactLHS,1.5,0.03,0.06,100,800,84333.55724260923,543.6419422626495,544.9397830963135,0.6344,2
EIFICA,1.5,0.03,0.06,150,300,86235.2590149249,41.42401576042175,43.162776708602905,0.9748,2
ExactLHS,1.5,0.03,0.06,150,0,99848.42650362723,574.7530174255371,575.9396286010742,0.847,2
EIFICA,1.5,0.03,0.06,150,400,87768.27740225206,40.554187536239624,42.27531409263611,0.9608,2
ExactLHS,1.5,0.03,0.06,150,200,92478.18144894774,470.6540105342865,471.97377586364746,0.8034,2
ExactLHS,1.5,0.03,0.06,150,400,87775.26153679067,182.26869297027588,183.4506859779358,0.6876,2
EIFICA,1.5,0.03,0.06,150,500,87536.8920129669,33.77994918823242,34.894086599349976,0.9872,2
EIFICA,1.5,0.03,0.06,150,600,80248.24677486872,47.49236035346985,48.60699272155762,0.9592,2
ExactLHS,1.5,0.03,0.06,150,300,86632.66418741652,613.0309016704559,614.1857597827911,0.738,2
EIFICA,1.5,0.03,0.06,150,700,97763.41377674964,32.55774140357971,34.304038286209106,0.9984,2
ExactLHS,1.5,0.03,0.06,150,500,87980.44818881908,294.2708902359009,296.01755452156067,0.7484,2
EIFICA,1.5,0.03,0.06,150,800,83528.09575304383,39.9023277759552,41.08947253227234,0.9818,2
ExactLHS,1.5,0.03,0.06,150,600,80300.70488903772,476.88239192962646,478.12437534332275,0.679,2
ExactLHS,1.5,0.03,0.06,150,800,83596.65331815966,217.0105574131012,218.32602834701538,0.6862,2
EIFICA,1.5,0.03,0.06,150,900,80359.96388938678,41.44039011001587,43.112932205200195,0.9886,2
EIFICA,1.5,0.03,0.06,200,0,99490.16819412884,8.515570640563965,9.663591861724854,0.9984,2
ExactLHS,1.5,0.03,0.06,150,700,98124.51848418251,376.65025901794434,377.8138551712036,0.829,2
EIFICA,1.5,0.03,0.06,200,100,80363.28951146777,9.018301963806152,10.890228986740112,0.9934,2
ExactLHS,1.5,0.03,0.06,150,900,80713.67699989937,283.42535853385925,284.5917007923126,0.6848,2
EIFICA,1.5,0.03,0.06,200,200,92465.05420425859,9.07102084159851,10.213736534118652,0.9858,2
ExactLHS,1.5,0.03,0.06,200,200,92480.00181511667,334.87774109840393,336.0253486633301,0.6848,2
EIFICA,1.5,0.03,0.06,200,300,86235.50265141831,8.810308694839478,9.954872369766235,0.978,2
ExactLHS,1.5,0.03,0.06,200,0,100127.19574142626,1150.6154940128326,1151.768058538437,0.7416,2
EIFICA,1.5,0.03,0.06,200,400,87773.3708335618,8.795055866241455,10.467977285385132,0.977,2
ExactLHS,1.5,0.03,0.06,200,300,86541.00169746212,1566.3198411464691,1567.6203553676605,0.7304,2
EIFICA,1.5,0.03,0.06,200,500,87536.89194298537,8.333061218261719,9.468034744262695,0.9872,2
ExactLHS,1.5,0.03,0.06,200,400,87775.82770721565,1532.7143774032593,1533.8906745910645,0.7416,2
EIFICA,1.5,0.03,0.06,200,600,80272.08037580943,8.591738939285278,10.272704601287842,0.9704,2
ExactLHS,1.5,0.03,0.06,200,500,87883.46673869183,2364.753828763962,2366.0073580741882,0.7416,2
EIFICA,1.5,0.03,0.06,200,700,97763.41376867851,9.007140874862671,10.703923463821411,0.9984,2
ExactLHS,1.5,0.03,0.06,200,600,80317.70029938698,1888.2493999004364,1889.3949904441833,0.659,2
EIFICA,1.5,0.03,0.06,200,800,83550.00565696965,8.821702480316162,10.555550575256348,0.9942,2
ExactLHS,1.5,0.03,0.06,200,700,98015.958627254,498.41434049606323,499.6266989707947,0.7416,2
EIFICA,1.5,0.03,0.06,200,900,80359.96388858646,8.765976667404175,10.48596453666687,0.9886,2
ExactLHS,1.5,0.03,0.06,150,100,80492.70499261766,7206.276821136475,7208.016706228256,0.735,9
EIFICA,1.5,0.06,0.06,50,0,98861.5607410982,5.122072458267212,6.31977391242981,0.9736,2
ExactLHS,1.5,0.06,0.06,50,0,100072.07471849683,55.36534404754639,56.71437621116638,0.7184,2
EIFICA,1.5,0.06,0.06,50,100,79587.9042435693,5.244009017944336,6.417523384094238,0.9234,2
ExactLHS,1.5,0.03,0.06,200,800,83606.80100838648,1641.839384317398,1643.0303497314453,0.6874,2
EIFICA,1.5,0.06,0.06,50,200,91679.2269125877,5.185921669006348,6.883269786834717,0.9968,2
ExactLHS,1.5,0.06,0.06,50,200,91679.22691144784,65.82253623008728,67.01333260536194,0.74,2
EIFICA,1.5,0.06,0.06,50,300,85710.0986225092,5.295531272888184,7.06251335144043,0.9572,2
ExactLHS,1.5,0.06,0.06,50,300,86807.1481131074,50.94563817977905,52.1564667224884,0.736,2
EIFICA,1.5,0.06,0.06,50,400,86981.52279782553,5.317902326583862,7.099148988723755,0.9924,2
ExactLHS,1.5,0.06,0.06,50,400,87377.94424386621,93.25494194030762,94.46583366394043,0.6848,2
EIFICA,1.5,0.06,0.06,50,500,86936.3355544014,5.2909204959869385,7.055614471435547,0.9156,2
ExactLHS,1.5,0.03,0.06,200,900,80622.20869385505,1564.9247007369995,1566.0940854549408,0.7496,2
EIFICA,1.5,0.06,0.06,50,600,79460.96948870338,5.198533535003662,6.900851011276245,0.8724,2
ExactLHS,1.5,0.06,0.06,50,600,79855.90580431954,85.25492572784424,86.42164301872253,0.6656,2
ExactLHS,1.5,0.06,0.06,50,500,86959.99674838348,231.64703345298767,232.83932518959045,0.7312,2
EIFICA,1.5,0.06,0.06,50,700,97136.51466896094,5.01207971572876,6.29532527923584,0.9928,2
EIFICA,1.5,0.06,0.06,50,800,82820.52056742221,4.987755298614502,6.266422510147095,0.988,2
ExactLHS,1.5,0.06,0.06,50,700,98395.24494038441,97.38309335708618,99.14986801147461,0.7416,2
EIFICA,1.5,0.06,0.06,50,900,79806.53128787117,5.150520086288452,6.3238348960876465,0.9248,2
ExactLHS,1.5,0.06,0.06,50,900,79807.98070608202,58.05205583572388,59.33577251434326,0.7466,2
EIFICA,1.5,0.06,0.06,80,0,98861.5607599544,5.997608184814453,7.193600654602051,0.9736,2
ExactLHS,1.5,0.06,0.06,50,800,83186.04856210387,191.70738625526428,192.86479210853577,0.7212,2
EIFICA,1.5,0.06,0.06,80,100,79589.63658265032,5.9506988525390625,7.68402361869812,0.9536,2
ExactLHS,1.5,0.06,0.06,80,0,99893.14446690629,141.86702585220337,143.03467535972595,0.7372,2
EIFICA,1.5,0.06,0.06,80,200,91679.22691095421,5.972922086715698,7.756014108657837,0.9978,2
ExactLHS,1.5,0.06,0.06,80,100,79656.1006757008,249.27370071411133,250.45698642730713,0.7378,2
EIFICA,1.5,0.06,0.06,80,300,85710.09862628473,5.888371467590332,7.613254070281982,0.9572,2
ExactLHS,1.5,0.03,0.06,200,100,80508.35990393256,7207.1807076931,7208.37167429924,0.7416,9
EIFICA,1.5,0.06,0.06,80,400,86981.52279771755,5.695158958435059,7.418998718261719,0.9942,2
ExactLHS,1.5,0.06,0.06,80,300,86658.59330623124,79.19836044311523,80.38742780685425,0.7366,2
EIFICA,1.5,0.06,0.06,80,500,86936.59472274018,5.666348457336426,7.411474704742432,0.9164,2
ExactLHS,1.5,0.06,0.06,80,200,91890.90954456647,306.5684218406677,307.7790868282318,0.736,2
EIFICA,1.5,0.06,0.06,80,600,79462.70649306136,5.8965067863464355,7.675627708435059,0.9044,2
ExactLHS,1.5,0.06,0.06,80,500,87971.92861732883,81.97169518470764,83.15644574165344,0.6848,2
EIFICA,1.5,0.06,0.06,80,700,97136.51467235117,5.889206886291504,7.628959655761719,0.9928,2
ExactLHS,1.5,0.06,0.06,80,400,87190.99849329595,230.99608302116394,232.16508722305298,0.6858,2
EIFICA,1.5,0.06,0.06,80,800,82820.55901910133,5.734035968780518,7.473566770553589,0.9882,2
ExactLHS,1.5,0.06,0.06,80,700,98184.5686809195,85.04738163948059,86.23828363418579,0.7466,2
EIFICA,1.5,0.06,0.06,80,900,79808.0037644892,5.903506517410278,7.148829698562622,0.9456,2
ExactLHS,1.5,0.06,0.06,80,600,80034.3426644184,112.89225816726685,114.09289503097534,0.701,2
EIFICA,1.5,0.06,0.06,100,0,98861.56072488606,6.660585165023804,8.544611692428589,0.9736,2
ExactLHS,1.5,0.06,0.06,80,900,80733.27621404812,84.31654667854309,85.50622248649597,0.6752,2
EIFICA,1.5,0.06,0.06,100,100,79594.92309437472,6.513751029968262,8.300574779510498,0.9666,2
ExactLHS,1.5,0.06,0.06,100,0,99494.62798788714,100.92629170417786,102.12339329719543,0.6636,2
EIFICA,1.5,0.06,0.06,100,200,91679.22690962756,6.670597791671753,8.468540668487549,0.9978,2
ExactLHS,1.5,0.06,0.06,80,800,82819.85619042645,201.00308227539062,202.1994593143463,0.7876,2
EIFICA,1.5,0.06,0.06,100,300,85710.09863925439,6.598841190338135,8.40819239616394,0.9572,2
ExactLHS,1.5,0.06,0.06,100,100,79825.58438182471,188.907897233963,190.08886885643005,0.7406,2
EIFICA,1.5,0.06,0.06,100,400,86981.52280146454,6.4208290576934814,8.157752752304077,0.997,2
ExactLHS,1.5,0.06,0.06,100,300,85729.55604238316,191.9284634590149,193.14977931976318,0.7352,2
EIFICA,1.5,0.06,0.06,100,500,86951.19429478301,6.838967323303223,8.66204571723938,0.9464,2
ExactLHS,1.5,0.06,0.06,100,200,92475.44336224608,321.5997304916382,322.7894432544708,0.8914,2
EIFICA,1.5,0.06,0.06,100,600,79464.37966424174,6.658653974533081,8.481740474700928,0.9498,2
ExactLHS,1.5,0.06,0.06,100,600,79467.99640251984,74.7006368637085,75.92791247367859,0.6876,2
EIFICA,1.5,0.06,0.06,100,700,97136.51466546519,6.397594928741455,8.138891220092773,0.9928,2
ExactLHS,1.5,0.06,0.06,100,500,87291.34160417336,392.7759554386139,394.035826921463,0.62,2
EIFICA,1.5,0.06,0.06,100,800,82822.38625088963,6.747530937194824,8.537254571914673,0.9954,2
ExactLHS,1.5,0.06,0.06,100,700,97261.18450641006,285.9744622707367,287.16865396499634,0.7416,2
EIFICA,1.5,0.06,0.06,100,900,79808.1085073863,6.626733303070068,8.40847635269165,0.9484,2
ExactLHS,1.5,0.06,0.06,100,400,87140.80886623563,617.7896790504456,618.9607844352722,0.6936,2
EIFICA,1.5,0.06,0.06,150,0,98861.61877329524,8.98504376411438,10.716248989105225,0.9734,2
ExactLHS,1.5,0.06,0.06,100,900,79923.67125751624,191.58794498443604,192.78827953338623,0.6672,2
EIFICA,1.5,0.06,0.06,150,100,79604.30158908099,8.872891664505005,10.652636528015137,0.98,2
ExactLHS,1.5,0.06,0.06,100,800,83586.66069298485,295.2995285987854,296.5122940540314,0.6848,2
EIFICA,1.5,0.06,0.06,150,200,91679.22692147293,8.214903831481934,9.953585624694824,0.9972,2
ExactLHS,1.5,0.06,0.06,150,0,98868.60173182256,337.56833386421204,338.74223828315735,0.7416,2
EIFICA,1.5,0.06,0.06,150,300,85713.23729634365,8.597290515899658,10.349589586257935,0.972,2
ExactLHS,1.5,0.06,0.06,150,100,79907.6119238035,383.71018981933594,384.901864528656,0.6176,2
EIFICA,1.5,0.06,0.06,150,400,86981.52280012854,8.232939720153809,9.988956928253174,0.9976,2
ExactLHS,1.5,0.06,0.06,150,200,92319.77591436438,361.0454852581024,362.2238850593567,0.6842,2
EIFICA,1.5,0.06,0.06,150,500,86959.83171570188,8.0996835231781,9.803884744644165,0.985,2
ExactLHS,1.5,0.06,0.06,150,300,85804.52758385024,287.53826570510864,288.7341401576996,0.74,2
EIFICA,1.5,0.06,0.06,150,600,79464.5968504509,8.681473016738892,10.480526208877563,0.9614,2
ExactLHS,1.5,0.06,0.06,150,400,87616.39453107369,352.6233847141266,353.8227183818817,0.7486,2
EIFICA,1.5,0.06,0.06,150,700,97137.3419830286,8.343051433563232,10.143786430358887,0.9992,2
ExactLHS,1.5,0.06,0.06,150,500,87064.390378719,525.4895453453064,526.6699666976929,0.8456,2
EIFICA,1.5,0.06,0.06,150,800,82822.3862799269,8.150429725646973,9.885708808898926,0.9958,2
ExactLHS,1.5,0.06,0.06,150,800,83044.5943983067,179.31203198432922,180.47583675384521,0.6846,2
EIFICA,1.5,0.06,0.06,150,900,79812.58835095132,8.744863510131836,10.578529834747314,0.9894,2
ExactLHS,1.5,0.06,0.06,150,700,97315.58016658656,401.5760569572449,402.7862501144409,0.6858,2
ExactLHS,1.5,0.06,0.06,150,600,79714.82706390898,652.0719473361969,653.2959752082825,0.7436,2
EIFICA,1.5,0.06,0.06,200,0,98865.15922322345,11.103785276412964,13.015772581100464,0.9998,13
EIFICA,1.5,0.06,0.06,200,100,79616.76027233813,11.327442407608032,12.475001573562622,0.9918,13
ExactLHS,1.5,0.06,0.06,150,900,80539.37635979954,274.88605427742004,276.1322705745697,0.6338,2
EIFICA,1.5,0.06,0.06,200,200,91679.22693016987,10.901459693908691,12.772493362426758,0.9978,2
ExactLHS,1.5,0.06,0.06,200,100,80270.72870123228,928.8112516403198,930.0014469623566,0.6856,2
EIFICA,1.5,0.06,0.06,200,300,85713.45658735534,11.046282052993774,12.229467630386353,0.975,13
ExactLHS,1.5,0.06,0.06,200,200,91679.22691144781,710.9129238128662,712.1826813220978,0.6858,2
ExactLHS,1.5,0.06,0.06,200,0,98869.18453404662,992.0726535320282,993.8076503276825,0.74,2
EIFICA,1.5,0.06,0.06,200,400,86981.52280117647,10.369805097579956,11.57524847984314,0.9978,2
EIFICA,1.5,0.06,0.06,200,500,86959.83351202878,10.352884769439697,11.562827348709106,0.985,2
ExactLHS,1.5,0.06,0.06,200,500,87620.83778721694,585.5827040672302,586.8051455020905,0.6856,2
ExactLHS,1.5,0.06,0.06,200,400,87140.84404385959,611.445396900177,612.6157341003418,0.6876,2
EIFICA,1.5,0.06,0.06,200,600,79465.79196480801,11.307474613189697,13.174978971481323,0.9892,13
EIFICA,1.5,0.06,0.06,200,700,97137.34194679235,10.781939029693604,11.984354019165039,0.9988,2
ExactLHS,1.5,0.06,0.06,200,300,86022.50804455677,1120.2921135425568,1121.6158723831177,0.6872,2
EIFICA,1.5,0.06,0.06,200,800,82822.38649956991,11.128643035888672,13.114930152893066,0.9958,2
ExactLHS,1.5,0.06,0.06,200,600,80073.93068423809,534.5800595283508,536.3757338523865,0.6838,2
EIFICA,1.5,0.06,0.06,200,900,79812.58836287327,10.241204977035522,11.418205261230469,0.9914,2
ExactLHS,1.5,0.06,0.06,200,700,97195.31170193032,1123.7980682849884,1124.998403787613,0.7532,2
EIFICA,2.0,0.03,0.06,50,0,132539.28209712196,15.448868036270142,16.64014172554016,0.923,2
ExactLHS,2.0,0.03,0.06,50,0,132541.63858511602,118.04764819145203,119.8212661743164,0.7842,2
EIFICA,2.0,0.03,0.06,50,100,106981.56925502793,15.277142524719238,16.42859387397766,0.8744,2
ExactLHS,2.0,0.03,0.06,50,100,107061.01034253906,40.694068908691406,41.98977875709534,0.5976,2
EIFICA,2.0,0.03,0.06,50,200,123145.70119964298,16.11492133140564,17.884031534194946,0.6732,2
ExactLHS,2.0,0.03,0.06,50,200,123178.28365536068,78.04529571533203,79.23311591148376,0.6562,2
EIFICA,2.0,0.03,0.06,50,300,114893.14307992201,16.55784821510315,18.332927942276,0.9396,2
ExactLHS,2.0,0.03,0.06,50,300,117034.15712652223,156.7127811908722,157.90672302246094,0.6292,2
EIFICA,2.0,0.03,0.06,50,400,117343.88575315555,15.735864400863647,17.4886634349823,0.8874,2
ExactLHS,2.0,0.03,0.06,50,400,117345.24086202984,112.41221857070923,113.60207390785217,0.6984,2
EIFICA,2.0,0.03,0.06,50,500,116568.43532053172,15.682457208633423,17.452164888381958,0.9154,2
ExactLHS,1.5,0.06,0.06,200,800,82824.77877922243,1341.557761669159,1342.798228263855,0.7376,2
EIFICA,2.0,0.03,0.06,50,600,106735.9043473027,16.64289093017578,18.403250694274902,0.8504,2
ExactLHS,2.0,0.03,0.06,50,500,118821.00972391208,120.7664806842804,121.96249485015869,0.7266,2
EIFICA,2.0,0.03,0.06,50,700,130185.10496748105,15.366633653640747,17.141913652420044,0.9966,2
ExactLHS,1.5,0.06,0.06,50,100,81158.74870721302,7204.963049650192,7206.104018688202,0.7384,9
EIFICA,2.0,0.03,0.06,50,800,111119.50777436132,14.549372911453247,16.28196382522583,0.9134,2
ExactLHS,2.0,0.03,0.06,50,600,106767.76448077576,270.4240584373474,271.6148056983948,0.5268,2
EIFICA,2.0,0.03,0.06,50,900,106988.44256716328,15.6381676197052,17.391536712646484,0.9136,2
ExactLHS,2.0,0.03,0.06,50,700,132656.07037547536,235.49713039398193,236.6908905506134,0.6082,2
EIFICA,2.0,0.03,0.06,80,0,132563.483851592,43.13803148269653,44.89004564285278,0.9346,2
ExactLHS,2.0,0.03,0.06,50,800,111138.82681270193,187.91992235183716,189.08469462394714,0.654,2
ExactLHS,2.0,0.03,0.06,50,900,109096.42886645165,73.73217463493347,74.91090893745422,0.7202,2
EIFICA,2.0,0.03,0.06,80,100,106996.18495907275,41.585272789001465,43.30309748649597,0.9078,2
EIFICA,2.0,0.03,0.06,80,200,123158.5512501843,38.69888782501221,39.88267993927002,0.9252,2
ExactLHS,2.0,0.03,0.06,80,0,132577.8534434576,182.47125673294067,183.63056874275208,0.696,2
ExactLHS,2.0,0.03,0.06,80,100,107117.82345008192,172.7065932750702,174.41765809059143,0.8596,2
ExactLHS,2.0,0.03,0.06,80,200,123203.66567773845,109.21028995513916,110.55501461029053,0.671,2
EIFICA,2.0,0.03,0.06,80,300,114893.14307730022,39.90700674057007,41.67903542518616,0.9396,2
EIFICA,2.0,0.03,0.06,80,400,117344.42205264975,41.20509076118469,42.945889949798584,0.8956,2
EIFICA,2.0,0.03,0.06,80,500,116569.03011174215,33.67723059654236,34.86429142951965,0.9186,2
ExactLHS,2.0,0.03,0.06,80,300,114949.00068911008,223.5380141735077,224.76261591911316,0.6768,2
ExactLHS,2.0,0.03,0.06,80,400,117354.48048139176,233.45423984527588,234.64626002311707,0.6442,2
EIFICA,2.0,0.03,0.06,80,600,106768.55559723634,42.09077072143555,43.93149018287659,0.8798,2
ExactLHS,2.0,0.03,0.06,80,500,117473.61965148203,196.0070161819458,197.30391383171082,0.6992,2
EIFICA,2.0,0.03,0.06,80,700,130185.10496691734,36.89238357543945,38.13266897201538,0.9966,2
EIFICA,2.0,0.03,0.06,80,800,111119.7307676897,39.104061126708984,40.504223585128784,0.914,2
ExactLHS,2.0,0.03,0.06,80,600,106840.72136144542,142.21400666236877,143.97783255577087,0.6344,2
EIFICA,2.0,0.03,0.06,80,900,106990.86580280818,36.817930936813354,37.96429491043091,0.9488,2
ExactLHS,2.0,0.03,0.06,80,800,111156.41662238311,140.5865671634674,141.83878707885742,0.7336,2
EIFICA,2.0,0.03,0.06,100,0,132564.14473034893,50.19008660316467,51.90088486671448,0.9512,2
ExactLHS,2.0,0.03,0.06,80,700,130185.10496747504,251.1358242034912,252.88188791275024,0.6858,2
EIFICA,2.0,0.03,0.06,100,100,107005.10092199656,53.120620012283325,54.265902280807495,0.9184,2
ExactLHS,1.5,0.06,0.06,200,900,80621.40930019342,2482.138195991516,2483.3245520591736,0.7416,2
ExactLHS,2.0,0.03,0.06,80,900,107806.32047137266,206.66720247268677,207.95875000953674,0.623,2
EIFICA,2.0,0.03,0.06,100,200,123158.55124952606,52.42024087905884,53.590697288513184,0.9252,2
EIFICA,2.0,0.03,0.06,100,300,114893.14307696233,56.01156949996948,57.29229259490967,0.9396,2
ExactLHS,2.0,0.03,0.06,100,300,115513.83927932799,181.8630175590515,182.98079109191895,0.6708,2
EIFICA,2.0,0.03,0.06,100,400,117347.41843262795,52.49400568008423,53.822526931762695,0.9148,2
ExactLHS,2.0,0.03,0.06,100,0,133186.53322058142,583.0005166530609,584.1826088428497,0.7052,2
EIFICA,2.0,0.03,0.06,100,500,116586.85031768797,38.550565004348755,40.289355754852295,0.9462,2
ExactLHS,2.0,0.03,0.06,100,100,107146.50021301766,610.5891544818878,611.9393174648285,0.7612,2
EIFICA,2.0,0.03,0.06,100,600,106803.06981080555,55.17761754989624,56.96502065658569,0.9192,2
ExactLHS,2.0,0.03,0.06,100,200,123211.37567052896,652.9425828456879,654.1272814273834,0.673,2
EIFICA,2.0,0.03,0.06,100,700,130185.10496930798,41.203413009643555,42.928762435913086,0.9966,2
ExactLHS,2.0,0.03,0.06,100,400,117363.6636436493,440.6310646533966,441.7961537837982,0.651,2
EIFICA,2.0,0.03,0.06,100,800,111131.13646065728,43.46559286117554,45.160683393478394,0.9184,2
ExactLHS,2.0,0.03,0.06,100,700,130806.02893469368,206.71387457847595,207.8722083568573,0.6876,2
ExactLHS,2.0,0.03,0.06,100,500,117268.52279724393,436.57242250442505,437.7636048793793,0.7372,2
EIFICA,2.0,0.03,0.06,100,900,106991.22767204598,54.476608991622925,56.20277690887451,0.951,2
ExactLHS,2.0,0.03,0.06,100,600,106865.13279715745,461.94537687301636,463.1282980442047,0.65,2
EIFICA,2.0,0.03,0.06,150,0,132567.464230421,119.1114661693573,120.27090096473694,0.9514,2
ExactLHS,2.0,0.03,0.06,100,900,107581.24060172246,164.53746819496155,166.27418899536133,0.7434,2
EIFICA,2.0,0.03,0.06,150,100,107015.94829239142,123.22068762779236,124.48333692550659,0.9338,2
EIFICA,2.0,0.03,0.06,150,200,123158.55124951738,130.8029682636261,132.06480288505554,0.9252,2
ExactLHS,2.0,0.03,0.06,150,0,133562.2488685709,343.1479182243347,345.0824089050293,0.6686,2
ExactLHS,2.0,0.03,0.06,150,200,123678.335170608,176.8390338420868,178.14055585861206,0.6798,2
EIFICA,2.0,0.03,0.06,150,300,114904.49548606877,125.11784529685974,126.35395193099976,0.9508,2
EIFICA,2.0,0.03,0.06,150,400,117358.676564681,121.61963987350464,122.94592070579529,0.9158,2
ExactLHS,2.0,0.03,0.06,150,300,115871.00350244816,309.63277220726013,310.85901379585266,0.6796,2
EIFICA,2.0,0.03,0.06,150,500,116598.12714162494,90.31572222709656,92.1323356628418,0.9854,2
ExactLHS,2.0,0.03,0.06,150,500,117030.59053861423,353.971271276474,355.1747193336487,0.7476,2
ExactLHS,2.0,0.03,0.06,150,400,117458.65257553759,728.8177435398102,730.1465759277344,0.6624,2
EIFICA,2.0,0.03,0.06,150,600,106804.03848870631,126.4086844921112,128.34685468673706,0.9268,2
EIFICA,2.0,0.03,0.06,150,700,130186.11155090574,84.0976779460907,85.26265716552734,0.9994,2
ExactLHS,2.0,0.03,0.06,150,700,131184.15647915355,259.2114942073822,260.62302803993225,0.7416,2
EIFICA,2.0,0.03,0.06,150,800,111149.53058241295,113.36676931381226,115.15217447280884,0.9508,2
ExactLHS,2.0,0.03,0.06,150,800,111215.32330631706,247.54190731048584,248.7672324180603,0.661,2
EIFICA,2.0,0.03,0.06,150,900,107020.01914603685,130.8130967617035,132.59381866455078,0.9842,2
ExactLHS,2.0,0.03,0.06,150,600,107319.15860277471,919.2414486408234,920.9655735492706,0.6462,2
ExactLHS,2.0,0.03,0.06,150,900,107961.18212348524,354.4916968345642,355.70648407936096,0.618,2
EIFICA,2.0,0.03,0.06,200,0,132589.12097858338,298.0104990005493,299.1761155128479,0.9716,2
EIFICA,2.0,0.03,0.06,200,100,107037.55652061946,289.4674632549286,290.60732889175415,0.9374,2
ExactLHS,2.0,0.03,0.06,150,100,107201.5301367811,2975.3102643489838,2976.523090362549,0.694,2
EIFICA,2.0,0.03,0.06,200,200,123160.03694461557,276.3026633262634,278.0450894832611,0.9384,2
ExactLHS,2.0,0.03,0.06,200,0,133838.8219389248,1180.2340161800385,1182.024781703949,0.6766,2
EIFICA,2.0,0.03,0.06,200,300,114905.93775367131,341.9001557826996,343.0856783390045,0.9672,2
ExactLHS,2.0,0.03,0.06,200,300,115552.71211199005,584.9502468109131,586.0732624530792,0.6838,2
ExactLHS,2.0,0.03,0.06,200,200,123551.05579091058,1505.1476738452911,1506.3227772712708,0.833,2
EIFICA,2.0,0.03,0.06,200,400,117363.09992227427,265.06871128082275,266.88587975502014,0.9312,2
EIFICA,2.0,0.03,0.06,200,500,116598.12714173256,233.47022438049316,234.6530089378357,0.9854,2
ExactLHS,2.0,0.03,0.06,200,100,107556.31639466283,2940.070230484009,2941.35861825943,0.7576,2
ExactLHS,2.0,0.03,0.06,200,500,116680.39756130092,700.5474622249603,701.7402188777924,0.7374,2
EIFICA,2.0,0.03,0.06,200,600,106822.03530875302,245.97111701965332,247.8221733570099,0.9528,2
EIFICA,2.0,0.03,0.06,200,700,130186.11154170643,229.39486598968506,230.5498116016388,0.9996,2
ExactLHS,2.0,0.03,0.06,100,800,111916.81771375613,7205.610610961914,7206.768324375153,0.5854,9
EIFICA,2.0,0.03,0.06,200,800,111167.65976164212,278.7124214172363,280.48175024986267,0.96,2
ExactLHS,2.0,0.03,0.06,200,700,130186.25386277463,1675.1413643360138,1676.3147330284119,0.7416,2
EIFICA,2.0,0.03,0.06,200,900,107020.0201322113,285.6681501865387,287.46457695961,0.9848,2
ExactLHS,2.0,0.03,0.06,200,600,107225.24685152179,2381.2843148708344,2382.4838922023773,0.6058,2
EIFICA,2.0,0.06,0.06,50,0,131939.861138403,27.674670934677124,29.43814182281494,0.9072,2
ExactLHS,2.0,0.06,0.06,50,0,133137.19413717123,50.24525547027588,51.454041719436646,0.813,2
EIFICA,2.0,0.06,0.06,50,100,106261.33010365872,27.954027891159058,29.12714672088623,0.8434,2
ExactLHS,2.0,0.06,0.06,50,100,106685.72020217344,95.41478323936462,97.23500919342041,0.6042,2
EIFICA,2.0,0.06,0.06,50,200,122394.26732546852,29.88566279411316,31.128563404083252,0.7108,2
ExactLHS,2.0,0.06,0.06,50,200,123940.92703835297,53.34015202522278,54.70849633216858,0.6694,2
EIFICA,2.0,0.06,0.06,50,300,114373.34130603017,28.820844411849976,30.04233169555664,0.9366,2
ExactLHS,2.0,0.06,0.06,50,300,115467.5667367403,52.985759019851685,54.220412492752075,0.6842,2
EIFICA,2.0,0.06,0.06,50,400,116577.16916252172,29.26641869544983,30.514907121658325,0.9038,2
ExactLHS,2.0,0.06,0.06,50,400,118108.21208377527,294.2857255935669,295.4422972202301,0.6472,2
EIFICA,2.0,0.06,0.06,50,500,115999.20489981974,27.12641477584839,28.94553828239441,0.908,2
ExactLHS,2.0,0.06,0.06,50,500,116020.28944904523,118.15502905845642,119.37309169769287,0.736,2
EIFICA,2.0,0.06,0.06,50,600,105983.62524749762,30.23269820213318,32.07791757583618,0.8042,2
ExactLHS,2.0,0.06,0.06,50,600,106380.10822750322,72.6152138710022,73.82385230064392,0.6452,2
EIFICA,2.0,0.06,0.06,50,700,129566.16869421382,25.587696313858032,27.41678500175476,0.991,2
ExactLHS,2.0,0.06,0.06,50,700,130807.12553022917,55.671027183532715,56.94552159309387,0.6876,2
EIFICA,2.0,0.06,0.06,50,800,110416.63582093369,28.397453546524048,30.270586013793945,0.809,2
ExactLHS,2.0,0.06,0.06,50,800,110416.34739999252,124.8665041923523,126.13037705421448,0.6324,2
EIFICA,2.0,0.06,0.06,50,900,106460.40026837429,26.35845112800598,28.167647123336792,0.9518,2
ExactLHS,2.0,0.06,0.06,50,900,107532.77229969701,54.911109924316406,56.11635899543762,0.6682,2
ExactLHS,2.0,0.03,0.06,200,800,111530.29593563812,2337.087079524994,2338.257472038269,0.6888,2
