Datetime;Resolution code;Region;Measured & Upscaled;Most recent forecast;Most recent P10;Most recent P90;Day Ahead 11AM forecast;Day Ahead 11AM P10;Day Ahead 11AM P90;Day-ahead 6PM forecast;Day-ahead 6PM P10;Day-ahead 6PM P90;Week-ahead forecast;Week-ahead P10;Week-ahead P90;Monitored capacity;Load factor
2025-11-30T01:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-30T01:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-30T00:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-30T00:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-30T00:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-30T00:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T23:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T23:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T23:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T23:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T22:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T22:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T22:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T22:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T21:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T21:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T21:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T21:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T20:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T20:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T20:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T20:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T19:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T19:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T19:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T19:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T18:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T18:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T18:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T18:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T17:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T17:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T17:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T17:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T16:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T16:30:00+01:00;PT15M;Antwerp;0.004;0.287;0.207;0.477;0.247;0.155;0.432;0.306;0.177;0.426;0.222;0.128;0.696;1944.148;0.0
2025-11-29T16:15:00+01:00;PT15M;Antwerp;0.922;3.338;2.384;5.677;2.965;1.925;5.181;3.558;1.965;5.386;2.57;1.485;17.98;1944.148;0.047
2025-11-29T16:00:00+01:00;PT15M;Antwerp;6.295;9.654;6.909;17.517;8.561;5.606;15.087;10.791;5.534;18.166;7.272;4.202;60.713;1944.148;0.324
2025-11-29T15:45:00+01:00;PT15M;Antwerp;14.246;18.33;13.385;34.56;15.434;9.97;27.871;20.643;9.648;38.054;12.795;7.344;115.541;1944.148;0.733
2025-11-29T15:30:00+01:00;PT15M;Antwerp;23.82;28.973;21.095;53.431;23.912;14.661;43.466;32.905;14.273;63.621;19.126;10.954;170.585;1944.148;1.225
2025-11-29T15:15:00+01:00;PT15M;Antwerp;37.676;42.59;30.636;74.652;33.95;19.465;61.335;46.734;19.522;91.401;26.572;15.044;224.676;1944.148;1.938
2025-11-29T15:00:00+01:00;PT15M;Antwerp;53.41;53.829;40.607;96.857;44.888;24.501;80.538;61.765;25.39;119.614;34.854;19.604;273.846;1944.148;2.747
2025-11-29T14:45:00+01:00;PT15M;Antwerp;72.391;63.858;47.708;116.464;56.055;29.887;99.773;76.566;31.611;146.01;43.249;24.326;319.614;1944.148;3.724
2025-11-29T14:30:00+01:00;PT15M;Antwerp;92.02;78.7;59.778;140.973;67.026;35.923;119.116;90.13;37.827;169.468;52.271;29.099;363.633;1944.148;4.733
2025-11-29T14:15:00+01:00;PT15M;Antwerp;113.909;94.726;74.276;164.062;77.301;44.704;135.119;98.093;45.549;172.656;61.512;33.966;410.493;1944.148;5.859
2025-11-29T14:00:00+01:00;PT15M;Antwerp;126.301;112.74;91.62;191.191;87.549;55.683;153.462;100.975;54.952;161.649;70.836;39.184;459.546;1944.148;6.496
2025-11-29T13:45:00+01:00;PT15M;Antwerp;139.081;88.885;57.923;179.365;98.975;65.757;176.583;103.534;64.025;157.753;80.755;45.121;508.947;1944.148;7.154
2025-11-29T13:30:00+01:00;PT15M;Antwerp;152.844;106.271;67.958;205.635;110.761;71.674;201.388;105.322;68.076;161.861;90.608;49.962;554.702;1944.148;7.862
2025-11-29T13:15:00+01:00;PT15M;Antwerp;173.337;116.623;77.488;215.877;115.616;78.614;211.212;105.811;72.963;162.157;95.717;55.055;589.053;1944.148;8.916
2025-11-29T13:00:00+01:00;PT15M;Antwerp;180.993;126.807;81.754;230.869;120.472;84.665;221.517;106.301;74.086;171.366;100.827;60.046;623.412;1944.148;9.31
2025-11-29T12:45:00+01:00;PT15M;Antwerp;169.368;156.1;102.338;266.262;123.073;88.769;228.566;107.129;73.266;184.204;104.521;64.569;651.553;1944.148;8.712
2025-11-29T12:30:00+01:00;PT15M;Antwerp;151.36;169.711;104.31;285.711;125.451;89.497;238.746;108.651;69.505;197.749;108.645;68.984;672.1;1944.148;7.785
2025-11-29T12:15:00+01:00;PT15M;Antwerp;136.42;176.777;105.656;297.418;127.153;88.78;249.227;110.559;65.426;212.976;114.392;74.841;685.646;1944.148;7.017
2025-11-29T12:00:00+01:00;PT15M;Antwerp;131.014;170.433;108.096;288.597;127.149;87.927;251.843;111.804;64.452;230.172;123.843;84.73;695.587;1944.148;6.739
2025-11-29T11:45:00+01:00;PT15M;Antwerp;128.464;141.241;104.497;257.777;124.951;84.681;254.366;111.398;64.108;242.29;133.016;95.437;691.096;1944.148;6.608
2025-11-29T11:30:00+01:00;PT15M;Antwerp;125.19;133.871;98.808;251.139;119.948;79.846;252.508;108.954;62.777;244.49;136.305;101.511;673.584;1944.148;6.439
2025-11-29T11:15:00+01:00;PT15M;Antwerp;128.359;125.014;93.02;239.656;112.469;74.213;244.673;104.282;62.185;238.393;134.13;103.665;643.075;1944.148;6.602
2025-11-29T11:00:00+01:00;PT15M;Antwerp;121.019;115.624;84.332;225.095;103.973;67.155;231.426;98.251;60.884;226.206;128.858;101.581;604.199;1944.148;6.225
2025-11-29T10:45:00+01:00;PT15M;Antwerp;110.318;95.515;64.772;198.049;95.146;59.985;214.061;91.186;57.677;209.67;121.561;95.039;557.31;1944.148;5.674
2025-11-29T10:30:00+01:00;PT15M;Antwerp;98.088;85.848;56.395;181.706;86.322;52.738;196.705;84.121;53.499;193.131;114.258;86.878;510.419;1944.148;5.045
2025-11-29T10:15:00+01:00;PT15M;Antwerp;91.479;78.037;52.319;161.698;76.378;46.315;174.135;74.594;46.741;171.423;101.295;74.772;445.876;1944.148;4.705
2025-11-29T10:00:00+01:00;PT15M;Antwerp;86.747;71.4;50.188;141.379;65.06;40.23;150.836;63.653;40.178;148.863;85.034;62.361;378.284;1944.148;4.462
2025-11-29T09:45:00+01:00;PT15M;Antwerp;86.867;43.107;26.351;100.686;53.525;33.594;125.787;52.474;33.572;123.121;68.718;50.202;315.817;1944.148;4.468
2025-11-29T09:30:00+01:00;PT15M;Antwerp;75.96;33.582;20.87;79.699;41.951;26.296;98.276;41.211;26.28;94.325;52.402;38.376;254.784;1944.148;3.907
2025-11-29T09:15:00+01:00;PT15M;Antwerp;57.136;24.45;15.415;58.539;30.497;18.976;68.786;30.087;19.14;64.77;37.279;27.488;191.559;1944.148;2.939
2025-11-29T09:00:00+01:00;PT15M;Antwerp;34.938;16.202;10.493;39.517;20.132;12.431;40.254;19.778;12.63;36.98;24.444;18.278;130.747;1944.148;1.797
2025-11-29T08:45:00+01:00;PT15M;Antwerp;15.854;9.25;5.121;23.165;11.33;7.014;19.046;11.028;7.11;16.898;13.584;10.304;71.05;1944.148;0.815
2025-11-29T08:30:00+01:00;PT15M;Antwerp;5.986;3.375;1.947;7.547;4.133;2.566;6.145;4.006;2.599;5.452;4.901;3.724;22.04;1944.148;0.308
2025-11-29T08:15:00+01:00;PT15M;Antwerp;0.0;0.459;0.266;1.1;0.537;0.358;0.998;0.532;0.343;0.82;0.644;0.453;1.6;1944.148;0.0
2025-11-29T08:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T07:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T07:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T07:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T07:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T06:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T06:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T06:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T06:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T05:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T05:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T05:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T05:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T04:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T04:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T04:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T04:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T03:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T03:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T03:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T03:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T02:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T02:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T02:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T02:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T01:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T01:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T01:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T01:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T00:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T00:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T00:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-29T00:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T23:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T23:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T23:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T23:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T22:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T22:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T22:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T22:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T21:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T21:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T21:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T21:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T20:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T20:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T20:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T20:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T19:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T19:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T19:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T19:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T18:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T18:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T18:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T18:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T17:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T17:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T17:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T17:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T16:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.148;0.0
2025-11-28T16:30:00+01:00;PT15M;Antwerp;0.162;0.124;0.062;0.251;0.166;0.076;0.324;0.146;0.065;0.359;0.672;0.057;1.391;1944.148;0.008
2025-11-28T16:15:00+01:00;PT15M;Antwerp;0.839;1.127;0.573;2.4;1.437;0.708;2.809;1.236;0.623;2.961;7.277;0.535;15.473;1944.148;0.043
2025-11-28T16:00:00+01:00;PT15M;Antwerp;2.062;3.041;1.584;6.659;3.878;1.95;7.62;3.295;1.732;7.912;25.108;1.483;54.368;1944.148;0.106
2025-11-28T15:45:00+01:00;PT15M;Antwerp;3.987;5.389;3.26;12.379;6.664;3.308;13.3;5.602;3.008;13.704;52.772;2.598;115.534;1944.148;0.205
2025-11-28T15:30:00+01:00;PT15M;Antwerp;7.519;8.079;4.938;19.173;9.769;4.727;20.2;8.108;4.354;20.514;84.493;3.896;185.661;1944.148;0.387
2025-11-28T15:15:00+01:00;PT15M;Antwerp;12.854;11.267;6.974;27.339;13.193;6.25;28.528;10.923;5.75;28.751;117.152;5.286;257.712;1944.148;0.661
2025-11-28T15:00:00+01:00;PT15M;Antwerp;21.077;15.054;9.512;36.732;16.905;7.883;38.185;14.055;7.226;38.141;150.049;6.771;330.186;1944.148;1.084
2025-11-28T14:45:00+01:00;PT15M;Antwerp;29.662;22.597;15.783;50.329;20.807;9.499;48.615;17.346;8.702;48.276;187.128;8.318;412.372;1944.148;1.526
2025-11-28T14:30:00+01:00;PT15M;Antwerp;38.162;28.738;20.478;63.021;24.825;11.17;59.056;20.619;10.113;58.797;232.06;9.874;512.626;1944.148;1.963
2025-11-28T14:15:00+01:00;PT15M;Antwerp;48.635;37.189;26.882;75.937;28.303;12.972;63.908;23.426;11.5;63.039;271.615;11.477;600.761;1944.148;2.502
2025-11-28T14:00:00+01:00;PT15M;Antwerp;66.553;49.132;35.753;90.393;31.019;14.576;63.501;25.693;12.703;63.202;300.481;13.038;664.756;1944.148;3.423
2025-11-28T13:45:00+01:00;PT15M;Antwerp;84.285;45.462;27.827;89.085;33.418;15.845;65.972;27.889;13.701;69.217;324.53;14.523;717.944;1944.148;4.335
2025-11-28T13:30:00+01:00;PT15M;Antwerp;90.209;56.941;34.577;116.797;35.607;16.83;70.89;30.047;14.559;77.296;342.493;15.818;757.499;1944.148;4.64
2025-11-28T13:15:00+01:00;PT15M;Antwerp;94.422;63.289;39.909;121.805;36.588;18.446;72.484;32.393;15.622;81.338;349.481;16.754;772.421;1944.148;4.857
2025-11-28T13:00:00+01:00;PT15M;Antwerp;97.843;70.253;45.853;127.529;37.568;19.536;75.5;34.733;16.374;85.983;356.471;17.679;787.342;1944.148;5.033
2025-11-28T12:45:00+01:00;PT15M;Antwerp;92.228;59.96;35.113;108.443;38.06;20.154;79.451;37.246;16.999;90.361;359.978;18.443;794.434;1944.148;4.744
2025-11-28T12:30:00+01:00;PT15M;Antwerp;87.182;62.143;38.377;105.669;38.285;20.24;84.717;39.932;17.488;95.884;360.355;19.057;794.358;1944.148;4.484
2025-11-28T12:15:00+01:00;PT15M;Antwerp;86.94;64.828;41.975;107.355;38.224;20.338;90.091;42.665;17.9;101.195;355.834;19.599;782.713;1944.148;4.472
2025-11-28T12:00:00+01:00;PT15M;Antwerp;87.633;68.648;46.478;112.679;37.868;20.907;90.946;44.735;18.371;94.664;343.898;20.231;753.026;1944.148;4.508
2025-11-28T11:45:00+01:00;PT15M;Antwerp;88.414;58.612;39.435;115.07;36.708;20.505;89.494;45.408;18.495;86.064;324.66;20.344;707.259;1944.148;4.548
2025-11-28T11:30:00+01:00;PT15M;Antwerp;86.364;59.664;40.224;120.579;34.953;19.272;87.329;44.412;18.091;83.881;298.897;19.842;648.283;1944.148;4.442
2025-11-28T11:15:00+01:00;PT15M;Antwerp;81.773;58.561;40.543;112.557;33.078;18.059;81.717;42.26;17.353;80.42;263.482;18.851;568.269;1944.148;4.206
2025-11-28T11:00:00+01:00;PT15M;Antwerp;74.663;56.436;40.401;100.049;31.028;16.756;75.803;39.461;16.321;75.04;224.645;17.54;481.098;1944.148;3.84
2025-11-28T10:45:00+01:00;PT15M;Antwerp;66.115;45.603;26.348;81.282;28.696;15.309;69.423;36.233;14.997;69.083;186.649;15.996;396.718;1944.148;3.401
