Datetime;Resolution code;Region;Measured & Upscaled;Most recent forecast;Most recent P10;Most recent P90;Day Ahead 11AM forecast;Day Ahead 11AM P10;Day Ahead 11AM P90;Day-ahead 6PM forecast;Day-ahead 6PM P10;Day-ahead 6PM P90;Week-ahead forecast;Week-ahead P10;Week-ahead P90;Monitored capacity;Load factor
2025-12-31T16:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T16:30:00+01:00;PT15M;Antwerp;0.747;1.045;0.625;1.412;1.188;0.759;2.205;1.216;0.602;2.708;1.331;1.096;2.17;1958.7;0.038
2025-12-31T16:15:00+01:00;PT15M;Antwerp;5.054;5.09;3.124;6.959;5.914;3.592;15.414;6.568;2.819;27.842;6.307;5.276;15.383;1958.7;0.258
2025-12-31T16:00:00+01:00;PT15M;Antwerp;14.628;12.205;7.575;17.101;14.169;8.128;41.941;16.109;6.338;71.253;14.747;12.253;45.279;1958.7;0.747
2025-12-31T15:45:00+01:00;PT15M;Antwerp;24.771;23.074;14.391;33.652;24.669;13.346;72.785;27.957;10.37;117.336;25.658;20.975;83.702;1958.7;1.265
2025-12-31T15:30:00+01:00;PT15M;Antwerp;37.231;37.107;22.946;55.845;37.369;19.164;105.296;42.195;14.873;162.356;39.286;31.359;121.911;1958.7;1.901
2025-12-31T15:15:00+01:00;PT15M;Antwerp;53.736;54.48;34.046;81.988;51.49;25.56;137.554;58.279;19.649;206.877;54.357;42.122;158.713;1958.7;2.743
2025-12-31T15:00:00+01:00;PT15M;Antwerp;69.008;75.24;48.502;111.025;66.048;32.429;168.025;74.241;24.9;249.986;69.632;53.071;193.624;1958.7;3.523
2025-12-31T14:45:00+01:00;PT15M;Antwerp;90.784;86.662;54.128;129.732;80.491;39.489;197.149;88.878;30.214;288.658;85.122;64.26;225.947;1958.7;4.635
2025-12-31T14:30:00+01:00;PT15M;Antwerp;118.324;106.963;68.655;156.726;94.61;46.229;226.928;102.248;34.982;320.217;100.149;74.96;257.93;1958.7;6.041
2025-12-31T14:15:00+01:00;PT15M;Antwerp;155.008;124.893;83.386;178.616;108.542;53.37;261.431;115.291;39.671;343.439;112.399;84.687;288.237;1958.7;7.914
2025-12-31T14:00:00+01:00;PT15M;Antwerp;187.013;139.308;96.575;194.082;122.964;57.96;303.667;128.865;44.494;360.948;123.116;93.738;316.015;1958.7;9.548
2025-12-31T13:45:00+01:00;PT15M;Antwerp;201.365;127.737;80.338;197.168;138.545;57.272;342.58;143.563;47.974;375.704;132.823;102.204;341.961;1958.7;10.281
2025-12-31T13:30:00+01:00;PT15M;Antwerp;203.347;139.551;87.452;212.926;154.768;53.015;378.712;159.264;49.959;393.228;140.722;109.629;363.676;1958.7;10.382
2025-12-31T13:15:00+01:00;PT15M;Antwerp;198.036;151.309;96.66;227.523;166.603;54.918;410.389;171.193;55.75;411.914;145.385;116.225;374.09;1958.7;10.111
2025-12-31T13:00:00+01:00;PT15M;Antwerp;182.219;164.143;105.468;246.661;178.432;53.421;442.065;183.122;59.955;432.073;150.064;122.43;385.314;1958.7;9.303
2025-12-31T12:45:00+01:00;PT15M;Antwerp;182.427;143.172;87.784;232.824;189.676;51.051;471.407;193.312;63.484;447.517;153.291;126.733;393.888;1958.7;9.314
2025-12-31T12:30:00+01:00;PT15M;Antwerp;197.368;153.388;96.382;258.485;202.868;46.227;498.592;203.144;65.071;453.704;155.346;126.943;398.551;1958.7;10.076
2025-12-31T12:15:00+01:00;PT15M;Antwerp;207.254;162.609;103.789;285.604;217.381;42.952;520.34;213.698;65.662;453.256;155.524;125.242;398.741;1958.7;10.581
2025-12-31T12:00:00+01:00;PT15M;Antwerp;215.109;168.529;108.808;301.298;232.781;43.921;536.967;226.577;66.299;451.667;152.596;121.456;394.488;1958.7;10.982
2025-12-31T11:45:00+01:00;PT15M;Antwerp;219.646;130.765;66.875;262.086;247.25;46.858;532.489;241.208;67.461;449.713;147.823;113.741;382.666;1958.7;11.214
2025-12-31T11:30:00+01:00;PT15M;Antwerp;211.457;130.076;65.748;259.5;253.618;49.613;507.374;247.617;68.065;440.506;141.037;105.806;367.009;1958.7;10.796
2025-12-31T11:15:00+01:00;PT15M;Antwerp;192.404;126.097;63.545;251.318;248.147;52.37;471.824;241.716;66.95;420.245;130.839;97.505;345.263;1958.7;9.823
2025-12-31T11:00:00+01:00;PT15M;Antwerp;173.796;120.133;60.511;244.166;235.823;54.698;433.323;229.021;64.098;392.924;118.93;88.649;318.236;1958.7;8.873
2025-12-31T10:45:00+01:00;PT15M;Antwerp;149.057;109.385;46.57;231.979;219.066;55.8;395.676;212.782;59.431;363.268;106.022;78.856;286.472;1958.7;7.61
2025-12-31T10:30:00+01:00;PT15M;Antwerp;125.389;101.626;41.213;235.665;202.309;55.727;365.594;196.539;53.731;336.858;93.115;68.913;254.922;1958.7;6.402
2025-12-31T10:15:00+01:00;PT15M;Antwerp;100.251;88.056;35.349;214.989;176.099;48.625;325.839;172.955;45.236;301.134;78.091;57.542;215.472;1958.7;5.118
2025-12-31T10:00:00+01:00;PT15M;Antwerp;81.366;71.168;29.454;181.276;145.445;38.229;281.063;144.883;35.919;258.408;62.084;45.977;175.554;1958.7;4.154
2025-12-31T09:45:00+01:00;PT15M;Antwerp;61.657;54.177;20.405;140.436;112.963;28.076;232.622;113.815;26.525;208.75;45.876;34.612;136.138;1958.7;3.148
2025-12-31T09:30:00+01:00;PT15M;Antwerp;44.524;35.286;14.016;102.638;77.456;18.593;176.037;78.571;17.801;148.852;30.565;23.318;94.5;1958.7;2.273
2025-12-31T09:15:00+01:00;PT15M;Antwerp;24.801;19.789;8.355;63.108;42.762;10.863;110.947;43.447;10.478;86.189;17.45;13.41;53.294;1958.7;1.266
2025-12-31T09:00:00+01:00;PT15M;Antwerp;7.098;8.259;3.781;24.453;15.594;4.965;47.625;15.495;4.775;32.866;7.582;5.96;19.006;1958.7;0.362
2025-12-31T08:45:00+01:00;PT15M;Antwerp;0.0;1.667;0.984;3.044;2.704;1.295;8.006;2.159;1.224;3.722;1.777;1.486;2.836;1958.7;0.0
2025-12-31T08:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T08:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T08:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T07:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T07:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T07:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T07:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T06:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T06:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T06:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T06:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T05:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T05:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T05:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T05:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T04:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T04:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T04:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T04:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T03:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T03:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T03:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T03:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T02:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T02:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T02:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T02:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T01:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T01:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T01:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T01:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T00:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T00:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T00:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-31T00:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T23:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T23:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T23:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T23:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T22:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T22:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T22:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T22:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T21:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T21:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T21:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T21:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T20:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T20:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T20:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T20:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T19:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T19:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T19:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T19:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T18:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T18:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T18:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T18:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T17:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T17:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T17:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T17:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T16:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T16:30:00+01:00;PT15M;Antwerp;3.405;2.555;0.632;5.818;1.849;0.878;5.988;2.887;0.914;5.808;0.936;0.441;1.491;1958.7;0.174
2025-12-30T16:15:00+01:00;PT15M;Antwerp;21.279;22.432;2.966;41.384;17.567;4.593;43.946;27.063;4.741;45.863;4.781;2.271;7.716;1958.7;1.086
2025-12-30T16:00:00+01:00;PT15M;Antwerp;50.528;60.188;6.082;111.322;49.806;10.91;115.586;72.407;11.209;119.58;11.449;5.299;18.747;1958.7;2.58
2025-12-30T15:45:00+01:00;PT15M;Antwerp;87.014;117.589;17.566;203.08;90.378;18.48;201.591;126.633;19.082;206.188;19.844;8.778;33.221;1958.7;4.442
2025-12-30T15:30:00+01:00;PT15M;Antwerp;129.943;167.128;29.863;276.688;132.429;27.714;274.513;177.705;28.79;278.797;29.987;12.589;50.504;1958.7;6.634
2025-12-30T15:15:00+01:00;PT15M;Antwerp;172.766;209.499;45.242;326.21;171.898;38.67;322.512;219.938;39.83;326.334;41.052;16.887;69.084;1958.7;8.82
2025-12-30T15:00:00+01:00;PT15M;Antwerp;210.491;248.784;62.218;366.643;208.587;50.131;361.034;257.068;52.097;365.261;52.276;22.407;87.452;1958.7;10.746
2025-12-30T14:45:00+01:00;PT15M;Antwerp;258.984;300.406;92.178;421.776;243.09;62.116;402.496;292.883;65.148;408.219;63.56;28.529;105.875;1958.7;13.222
2025-12-30T14:30:00+01:00;PT15M;Antwerp;315.931;344.309;113.57;474.371;277.841;74.591;451.405;328.842;78.633;457.704;74.309;34.234;123.456;1958.7;16.13
2025-12-30T14:15:00+01:00;PT15M;Antwerp;362.092;391.218;135.639;537.137;313.093;86.713;506.237;365.257;94.659;511.281;83.51;39.257;139.369;1958.7;18.486
2025-12-30T14:00:00+01:00;PT15M;Antwerp;433.094;439.451;158.705;602.846;346.268;98.408;557.724;398.311;112.734;558.214;91.823;44.11;154.098;1958.7;22.111
2025-12-30T13:45:00+01:00;PT15M;Antwerp;503.123;424.823;141.693;625.213;376.059;108.503;602.719;426.466;132.243;596.87;99.28;48.305;166.984;1958.7;25.687
2025-12-30T13:30:00+01:00;PT15M;Antwerp;551.55;460.677;155.634;678.119;400.46;115.83;638.357;449.721;151.452;629.388;105.541;51.778;177.415;1958.7;28.159
2025-12-30T13:15:00+01:00;PT15M;Antwerp;585.992;488.798;168.818;715.215;408.892;126.888;652.076;459.113;157.551;647.262;108.984;54.699;183.139;1958.7;29.917
2025-12-30T13:00:00+01:00;PT15M;Antwerp;589.735;518.512;183.441;753.917;417.33;135.101;669.742;468.509;162.655;665.136;112.425;57.39;188.868;1958.7;30.108
2025-12-30T12:45:00+01:00;PT15M;Antwerp;595.172;498.077;146.08;734.524;418.868;143.79;679.14;471.341;160.96;675.864;114.437;59.824;191.863;1958.7;30.386
2025-12-30T12:30:00+01:00;PT15M;Antwerp;594.184;510.127;153.319;754.322;416.629;148.023;680.528;468.561;152.306;678.562;115.244;61.422;192.021;1958.7;30.336
2025-12-30T12:15:00+01:00;PT15M;Antwerp;585.748;521.018;161.367;773.153;412.098;148.288;674.539;460.552;142.94;672.085;114.764;62.592;189.414;1958.7;29.905
2025-12-30T12:00:00+01:00;PT15M;Antwerp;582.417;537.344;172.346;804.525;405.451;148.313;661.444;447.745;133.53;657.75;112.542;63.159;183.434;1958.7;29.735
2025-12-30T11:45:00+01:00;PT15M;Antwerp;567.395;502.413;131.39;806.12;393.813;148.995;635.49;427.281;123.495;631.212;108.358;61.741;174.012;1958.7;28.968
2025-12-30T11:30:00+01:00;PT15M;Antwerp;543.275;485.863;130.33;769.437;377.999;146.513;603.178;404.093;112.854;600.029;102.838;58.74;163.728;1958.7;27.737
2025-12-30T11:15:00+01:00;PT15M;Antwerp;510.615;456.327;125.717;708.721;356.579;138.843;564.324;377.997;102.088;562.89;95.969;54.718;152.219;1958.7;26.069
2025-12-30T11:00:00+01:00;PT15M;Antwerp;473.449;421.506;118.544;642.034;330.941;127.184;522.688;350.138;90.953;523.451;87.993;49.962;139.054;1958.7;24.172
2025-12-30T10:45:00+01:00;PT15M;Antwerp;421.381;324.029;69.91;537.266;301.151;112.831;481.263;319.944;79.22;482.358;79.008;44.446;124.333;1958.7;21.513
2025-12-30T10:30:00+01:00;PT15M;Antwerp;355.263;284.141;58.887;470.383;271.361;98.274;442.013;289.749;67.17;444.194;70.027;38.799;109.74;1958.7;18.138
2025-12-30T10:15:00+01:00;PT15M;Antwerp;282.797;242.58;49.172;406.746;232.273;80.266;392.296;251.842;55.013;395.167;59.157;31.634;92.85;1958.7;14.438
2025-12-30T10:00:00+01:00;PT15M;Antwerp;218.505;200.762;40.351;343.457;189.778;61.713;338.275;210.886;43.143;341.033;47.857;24.582;75.424;1958.7;11.156
2025-12-30T09:45:00+01:00;PT15M;Antwerp;166.656;154.699;26.27;278.607;145.969;43.885;282.772;168.888;31.596;285.168;36.14;18.471;56.989;1958.7;8.509
2025-12-30T09:30:00+01:00;PT15M;Antwerp;119.868;110.251;17.719;207.477;100.885;27.627;209.889;121.362;21.073;212.198;24.804;12.836;39.019;1958.7;6.12
2025-12-30T09:15:00+01:00;PT15M;Antwerp;72.658;63.386;10.522;122.883;56.784;15.061;122.764;70.037;12.271;124.505;14.656;7.809;22.447;1958.7;3.71
2025-12-30T09:00:00+01:00;PT15M;Antwerp;28.559;24.237;4.695;47.4;21.56;6.398;48.289;27.072;5.496;48.837;6.499;3.515;9.611;1958.7;1.458
2025-12-30T08:45:00+01:00;PT15M;Antwerp;0.003;2.573;1.059;4.222;2.543;1.483;7.93;2.543;1.325;6.844;1.539;0.812;2.309;1958.7;0.0
2025-12-30T08:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T08:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T08:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T07:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T07:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T07:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T07:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T06:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T06:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T06:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T06:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T05:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T05:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T05:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T05:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T04:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T04:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T04:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T04:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T03:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T03:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T03:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T03:00:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T02:45:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T02:30:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
2025-12-30T02:15:00+01:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1958.7;0.0
